Date,Rank_XP,User_Address,XP,ALP,PLP,EP,RP,VP,BP,EA_Flag
2025-05-04_02:14,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-05_02:06,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-06_02:03,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-07_02:03,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-08_02:04,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-09_02:03,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-10_01:58,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-11_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-12_02:07,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-13_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-14_02:03,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-15_02:02,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-16_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-17_02:01,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-18_02:11,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-19_02:10,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-20_02:06,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-21_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-22_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-23_02:04,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-24_02:00,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-25_02:19,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-26_02:08,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-27_02:04,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-28_02:06,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-29_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-30_02:03,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-05-31_02:03,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-01_02:31,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-02_02:11,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-03_02:07,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-04_02:07,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-05_02:06,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-06_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-07_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-08_02:22,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-09_02:19,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-10_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-11_02:08,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-12_02:07,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-13_02:08,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-14_02:04,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-15_02:23,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-16_02:18,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-17_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-18_02:08,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-19_02:08,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-20_02:08,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-21_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-22_02:23,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-23_02:22,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-24_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-25_02:10,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-26_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-27_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-28_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-29_02:26,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-06-30_02:21,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-01_02:27,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-02_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-03_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-04_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-05_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-06_02:25,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-07_02:21,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-08_02:10,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-09_02:17,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-10_02:18,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-11_02:20,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-12_02:21,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-13_02:29,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-14_02:25,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-15_02:24,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-16_02:21,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-17_02:22,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-18_02:23,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-19_02:17,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-20_02:32,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-21_02:29,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-22_02:23,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-23_02:24,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-24_02:23,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-25_02:23,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-26_02:19,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-27_02:33,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-28_02:30,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-29_02:35,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-30_02:26,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-07-31_02:25,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-01_02:37,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-02_02:20,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-03_02:36,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-04_02:35,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-05_02:28,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-06_02:27,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-07_02:27,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-08_02:27,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-09_02:09,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-10_02:31,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-11_02:26,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-12_02:08,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-13_02:10,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-14_02:11,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-15_02:17,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-16_02:05,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-17_02:23,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-18_02:23,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-19_02:04,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-20_02:02,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-21_02:00,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-22_02:01,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-23_01:57,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-24_02:18,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-25_02:06,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-26_02:02,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-27_01:58,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-28_01:58,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-29_01:58,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-30_01:52,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-08-31_02:04,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-09-01_02:20,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-09-02_02:00,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-09-03_01:52,1088,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8811685,6322565,0,6865708,1150,341236,3831121,1
2025-09-04_01:52,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-05_01:55,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-06_01:52,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-07_02:01,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-08_02:01,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-09_01:57,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-10_01:53,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-11_01:56,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-12_01:51,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-13_01:47,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-14_02:00,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-15_02:02,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-16_01:53,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-17_01:52,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-18_01:53,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-19_01:56,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-20_01:51,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-21_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-22_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-23_01:53,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-24_01:55,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-25_01:56,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-26_01:55,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-27_01:50,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-28_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-29_01:58,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-09-30_01:53,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-01_02:06,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-02_01:53,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-03_01:53,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-04_01:49,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-05_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-06_01:57,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-07_01:54,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-08_01:54,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-09_01:55,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-10_01:55,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-11_01:51,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-12_01:59,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-13_02:03,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-14_01:56,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-15_01:59,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-16_01:57,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-17_01:56,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-18_01:51,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-19_02:09,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-20_02:06,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-21_02:00,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-22_02:03,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-23_01:58,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-24_01:54,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-25_01:56,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-26_02:05,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-27_02:10,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-28_01:59,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-29_02:06,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-30_02:05,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-10-31_02:02,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-01_02:06,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-02_02:08,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-03_02:07,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-04_02:02,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-05_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
